B	34					in						in	good-	wouldst	safe	gain		
B	35					your						your	will	not	to	and		
B	36																	
B	37					com-						com-	for	love	love	love		
B	38					pa-						pa-	to					
B	39					ny.						ny.	have.	me	me.	me.		
B	40					Green						Green	Green	Green	Green	Green		
B	41					sleeves						sleeves	sleeves	sleeves	sleeves	sleeves		
B	42																	
B	43					was						was	was	was	was	was		
B	44					all						all	all	all	all	all		
B	45					my						my	my	my	my	my		
B	46					joy						joy	joy	joy	joy	joy		
B	47																	
B	48																	
B	49					Green						Green	Green	Green	Green	Green		
B	50																	
B	51					sleeves						sleeves	sleeves	sleeves	sleeves	sleeves		
B	52																	
B	53					was						was	was	was	was	was		
B	54					my						my	my	my	my	my		
B	55					de-						de-	de-	de-	de-	de-		
B	56					light.						light.	light.	light.	light.	light.		
B	57					Green						Green	Green	Green	Green	Green		
B	58					sleeves						sleeves	sleeves	sleeves	sleeves	sleeves		
B	59					was						was	was	was	was	was		
B	60					my						my	my	my	my	my		
B	61					heart						heart	heart	heart	heart	heart		
B	62					of						of	of	of	of	of		
B	63					gold						gold	gold	gold	gold	gold		
B	64																	
B	65					and						and	and	and	and	and		
B	66					who						who	who	who	who	who		
B	67					but						but	but	but	but	but		
B	68					my						my	my	my	my	my		
B	69					la-						la-	la-	la-	la-	la-		
B	70																	
B	71					dy						dy	dy	dy	dy	dy		
B	72					Green						Green	Green	Green	Green	Green		
B	73					sleeves.						sleeves.	sleeves	sleeves	sleeves	sleeves		
B	74					I					2							
B	75					have												
B	76					been												
B	77					rea-												
B	78																	
B	79					dy												
B	80					at												
B	81					your												
B	82					hand												
B	83																	
B	84					to												
B	85					grant												
B	86					what-												
B	87					e-												
B	88					ver												
B	89																	
B	90					thou												
B	91					wouldst												
B	92					crave;												
B	93					I												
B	94					have												
B	95					both												
B	96					wa-												
B	97																	
B	98					gered												
B	99					life												
B	100					and												
B	101					land												
B	102																	
B	103					thy												
B	104					love												
B	105																	
B	106					and												
B	107					good-												
B	108					will												
B	109																	
B	110					for												
B	111					to												
B	112					have.												
B	113					Green												
B	114					sleeves												
B	115																	
B	116					was												
B	117					all												
B	118					my												
B	119					joy												
B	120																	
B	121																	
B	122					Green												
B	123																	
B	124					sleeves												
B	125																	
B	126					was												
B	127					my												
B	128					de-												
B	129					light.												
B	130					Green												
B	131					sleeves												
B	132					was												
B	133					my												
B	134					heart												
B	135					of												
B	136					gold												
B	137																	
B	138					and												
B	139					who												
B	140					but												
B	141					my												
B	142					la-												
B	143																	
B	144					dy												
B	145					Green												
B	146					sleeves												
B	147					My					3							
B	148					men												
B	149					thee												
B	150					were												
B	151					cloth-												
B	152					ed												
B	153					all												
B	154					in												
B	155					green												
B	156																	
B	157					and												
B	158					they												
B	159					did												
B	160					e-												
B	161					ver												
B	162																	
B	163					wait												
B	164					on												
B	165					thee												
B	166					All												
B	167					this												
B	168					was												
B	169					gal-												
B	170																	
B	171					ant												
B	172					to												
B	173					be												
B	174					seen												
B	175																	
B	176					and												
B	177					yet												
B	178																	
B	179					thou												
B	180					wouldst												
B	181					not												
B	182																	
B	183					love												
B	184																	
B	185					me												
B	186					Green												
B	187					sleeves												
B	188																	
B	189					was												
B	190					all												
B	191					my												
B	192					joy												
B	193																	
B	194																	
B	195					Green												
B	196																	
B	197					sleeves												
B	198																	
B	199					was												
B	200					my												
B	201					de-												
B	202					light.												
B	203					Green												
B	204					sleeves												
B	205					was												
B	206					my												
B	207					heart												
B	208					of												
B	209					gold												
B	210																	
B	211					and												
B	212					who												
B	213					but												
B	214					my												
B	215					la-												
B	216																	
B	217					dy												
B	218					Green												
B	219					sleeves												
B	220					Now					4							
B	221					I												
B	222					shall												
B	223					pray												
B	224																	
B	225					to												
B	226					God												
B	227					on												
B	228					high												
B	229																	
B	230					that												
B	231					thou												
B	232					my												
B	233					con-												
B	234					stan-												
B	235					cy												
B	236					may-												
B	237					est												
B	238					see												
B	239					and												
B	240					that												
B	241					yet												
B	242					more												
B	243																	
B	244					be-												
B	245					fore												
B	246					I												
B	247					die												
B	248																	
B	249					thou												
B	250					wilt												
B	251																	
B	252					vouch-												
B	253					safe												
B	254					to												
B	255																	
B	256					love												
B	257																	
B	258					me.												
B	259					Green												
B	260					sleeves												
B	261																	
B	262					was												
B	263					all												
B	264					my												
B	265					joy												
B	266																	
B	267																	
B	268					Green												
B	269																	
B	270					sleeves												
B	271																	
B	272					was												
B	273					my												
B	274					de-												
B	275					light.												
B	276					Green												
B	277					sleeves												
B	278					was												
B	279					my												
B	280					heart												
B	281					of												
B	282					gold												
B	283																	
B	284					and												
B	285					who												
B	286					but												
B	287					my												
B	288					la-												
B	289																	
B	290					dy												
B	291					Green												
B	292					sleeves												
B	293					Green					5							
B	294					sleeves												
B	295																	
B	296					now												
B	297																	
B	298					fare-												
B	299					well												
B	300					a-												
B	301					dieu												
B	302																	
B	303																	
B	304					God												
B	305					I												
B	306					pray												
B	307																	
B	308					to												
B	309					pro-												
B	310					sper												
B	311					thee.												
B	312					For												
B	313					I												
B	314					am												
B	315					still												
B	316																	
B	317					thy												
B	318					lov-												
B	319					er												
B	320					true 												
B	321																	
B	322					come												
B	323					once												
B	324																	
B	325					a-												
B	326					gain												
B	327					and												
B	328																	
B	329					love												
B	330																	
B	331					me.												
B	332					Green												
B	333					sleeves												
B	334																	
B	335					was												
B	336					all												
B	337					my												
B	338					joy												
B	339																	
B	340																	
B	341					Green												
B	342																	
B	343					sleeves												
B	344																	
B	345					was												
B	346					my												
B	347					de-												
B	348					light.												
B	349					Green												
B	350					sleeves												
B	351					was												
B	352					my												
B	353					heart												
B	354					of												
B	355					gold												
B	356																	
B	357					and												
B	358					who												
B	359					but												
B	360					my												
B	361					la-					6							
B	362																	
B	363					dy												
B	364					Green												
B	365					sleeves												
