B	40																	
B	41					and						and	for	sin'	sin'	for		
B	42																	
B	43					au-						au-	au-	au-	au-	au-		
B	44																	
B	45					ld						ld	ld	ld	ld	ld		
B	46																	
B	47					la-						la-	la-	la-	la-	la-		
B	48																	
B	49					ng						ng	ng	ng	ng	ng		
B	50																	
B	51					syne?						syne?	syne	syne	syne	syne		
B	52																	
B	53				Refrain	For						For	For	For	For	For		
B	54																	
B	55					au-						au-	au-	au-	au-	au-		
B	56																	
B	57					ld						ld	ld	ld	ld	ld		
B	58					la-						la-	la-	la-	la-	la-		
B	59																	
B	60					ng						ng	ng	ng	ng	ng		
B	61					syne						syne	syne	syne	syne	syne		
B	62																	
B	63					my						my	my	my	my	my		
B	64																	
B	65					jo						jo	jo	jo	jo	jo		
B	66																	
B	67					for						for	for	for	for	for		
B	68																	
B	69					au-						au-	au-	au-	au-	au-		
B	70																	
B	71					ld						ld	ld	ld	ld	ld		
B	72					la-						la-	la-	la-	la-	la-		
B	73																	
B	74				cresc.	ng						ng	ng	ng	ng	ng		
B	75					syne						syne	syne	syne	syne	syne		
B	76																	
B	77																	
B	78					we'll						we'll	we'll	we'll	we'll	we'll		
B	79				decresc.	tak'						tak'	tak'	tak'	tak'	tak'		
B	80																	
B	81					a						a	a	a	a	a		
B	82																	
B	83					cup						cup	cup	cup	cup	cup		
B	84																	
B	85					o'						o'	o'	o'	o'	o'		
B	86					kind						kind	kind-	kind	kind	kind		
B	87																	
B	88					ness						ness	ness	ness	ness	ness		
B	89																	
B	90					yet						yet	yet	yet	yet	yet		
B	91																	
B	92					for						for	for	for	for	for		
B	93																	
B	94					au-						au-	au-	au-	au-	au-		
B	95																	
B	96					ld						ld	ld	ld	ld	ld		
B	97																	
B	98					la-						la-	la-	la-	la-	la-		
B	99																	
B	100					ng						ng	ng	ng	ng	ng		
B	101					syne						syne	syne	syne	syne	syne		
B	102																	
B	103				mf	And												
B	104					sure-												
B	105																	
B	106					ly												
B	107																	
B	108					ye'll												
B	109																	
B	110					be												
B	111																	
B	112					your												
B	113																	
B	114					pint-												
B	115																	
B	116					stoup!												
B	117																	
B	118					and												
B	119																	
B	120					sure-												
B	121					ly												
B	122					I'll												
B	123																	
B	124				cresc.	be												
B	125																	
B	126					mine!												
B	127																	
B	128					And we'll												
B	129																	
B	130					tak'												
B	131																	
B	132				decresc.	a												
B	133																	
B	134					cup												
B	135																	
B	136					o'												
B	137					kind-												
B	138																	
B	139					ness												
B	140																	
B	141					yet												
B	142																	
B	143					for												
B	144																	
B	145					au-												
B	146																	
B	147					ld												
B	148																	
B	149					la-												
B	150																	
B	151					ng												
B	152																	
B	153					syne												
B	154																	
B	155				Refrain	For												
B	156																	
B	157					au-												
B	158																	
B	159					ld												
B	160					la-												
B	161																	
B	162					ng												
B	163					syne												
B	164																	
B	165					my												
B	166																	
B	167					jo												
B	168																	
B	169					for												
B	170																	
B	171					au-												
B	172																	
B	173					ld												
B	174					la-												
B	175																	
B	176				cresc.	ng												
B	177					syne												
B	178																	
B	179																	
B	180					we'll												
B	181				decresc.	tak'												
B	182																	
B	183					a												
B	184																	
B	185					cup												
B	186																	
B	187					o'												
B	188					kind-												
B	189																	
B	190					ness												
B	191																	
B	192					yet												
B	193																	
B	194					for												
B	195																	
B	196					au-												
B	197																	
B	198					ld												
B	199																	
B	200					la-												
B	201																	
B	202					ng												
B	203					syne												
B	204																	
B	205				mf	We												
B	206					twa												
B	207																	
B	208					hae												
B	209																	
B	210					run												
B	211																	
B	212					a-												
B	213																	
B	214					bout												
B	215																	
B	216					the												
B	217																	
B	218					breas												
B	219																	
B	220					and												
B	221																	
B	222					pou'd												
B	223					the												
B	224					go-												
B	225																	
B	226				cresc.	wans												
B	227																	
B	228					fine												
B	229																	
B	230					But We've												
B	231																	
B	232					wan-												
B	233																	
B	234				decresc.	der'd												
B	235																	
B	236					mony												
B	237																	
B	238					a												
B	239					wea-												
B	240																	
B	241					ry												
B	242																	
B	243					fit												
B	244																	
B	245					sin'												
B	246																	
B	247					au-												
B	248																	
B	249					ld												
B	250																	
B	251					la-												
B	252																	
B	253					ng												
B	254																	
B	255					syne												
B	256																	
B	257				Refrain	For												
B	258																	
B	259					au-												
B	260																	
B	261					ld												
B	262					la-												
B	263																	
B	264					ng												
B	265					syne												
B	266																	
B	267					my												
B	268																	
B	269					jo												
B	270																	
B	271					for												
B	272																	
B	273					au-												
B	274																	
B	275					ld												
B	276					la-												
B	277																	
B	278				cresc.	ng												
B	279					syne												
B	280																	
B	281																	
B	282					we'll												
B	283				decresc.	tak'												
B	284																	
B	285					a												
B	286																	
B	287					cup												
B	288																	
B	289					o'												
B	290					kind												
B	291																	
B	292					ness												
B	293																	
B	294					yet												
B	295																	
B	296					for												
B	297																	
B	298					au-												
B	299																	
B	300					ld												
B	301																	
B	302					la-												
B	303																	
B	304					ng												
B	305					syne												
B	306																	
B	307				mf	We												
B	308					twa												
B	309																	
B	310					hae												
B	311																	
B	312					pai-												
B	313																	
B	314					dl'd												
B	315																	
B	316					in												
B	317																	
B	318					the												
B	319																	
B	320					burn												
B	321																	
B	322					frea												
B	323																	
B	324					mor-												
B	325					ning												
B	326					sun												
B	327																	
B	328				cresc.	till												
B	329																	
B	330					dine												
B	331																	
B	332					But												
B	333																	
B	334					seas												
B	335																	
B	336				decresc.	be-												
B	337																	
B	338					tween												
B	339																	
B	340					us												
B	341					braid												
B	342																	
B	343					hae												
B	344																	
B	345					roar'd												
B	346																	
B	347					sin'												
B	348																	
B	349					au-												
B	350																	
B	351					ld												
B	352																	
B	353					la-												
B	354																	
B	355					ng												
B	356																	
B	357					syne												
B	358																	
B	359				Refrain	For												
B	360																	
B	361					au-												
B	362																	
B	363					ld												
B	364					la-												
B	365																	
B	366					ng												
B	367					syne												
B	368																	
B	369					my												
B	370																	
B	371					jo												
B	372																	
B	373					for												
B	374																	
B	375					au-												
B	376																	
B	377					ld												
B	378					la-												
B	379																	
B	380				cresc.	ng												
B	381					syne												
B	382																	
B	383																	
B	384					we'll												
B	385				decresc.	tak'												
B	386																	
B	387					a												
B	388																	
B	389					cup												
B	390																	
B	391					o'												
B	392					kind												
B	393																	
B	394					ness												
B	395																	
B	396					yet												
B	397																	
B	398					for												
B	399																	
B	400					au-												
B	401																	
B	402					ld												
B	403																	
B	404					la-												
B	405																	
B	406					ng												
B	407					syne												
B	408																	
B	409				mf	And												
B	410					there's												
B	411																	
B	412					a												
B	413																	
B	414					hand												
B	415																	
B	416					my												
B	417																	
B	418					trus-												
B	419																	
B	420					ty												
B	421																	
B	422					fere!												
B	423																	
B	424					and												
B	425																	
B	426					gie's												
B	427					a												
B	428					hand												
B	429																	
B	430				cresc.	o'												
B	431																	
B	432					thine!												
B	433																	
B	434					And We'll												
B	435																	
B	436					tak'												
B	437																	
B	438				decresc.	a												
B	439																	
B	440					right												
B	441																	
B	442					gude-												
B	443					will-												
B	444																	
B	445					ie-												
B	446																	
B	447					waught												
B	448																	
B	449					for												
B	450																	
B	451					au-												
B	452																	
B	453					ld												
B	454																	
B	455					la-												
B	456																	
B	457					ng												
B	458																	
B	459					syne												
B	460																	
B	461				Refrain	For												
B	462																	
B	463					au-												
B	464																	
B	465					ld												
B	466					la-												
B	467																	
B	468					ng												
B	469					syne												
B	470																	
B	471					my												
B	472																	
B	473					jo												
B	474																	
B	475					for												
B	476																	
B	477					au-												
B	478																	
B	479					ld												
B	480					la-												
B	481																	
B	482				cresc.	ng												
B	483					syne												
B	484																	
B	485																	
B	486					we'll												
B	487				decresc.	tak'												
B	488																	
B	489					a												
B	490																	
B	491					cup												
B	492																	
B	493					o'												
B	494					kind												
B	495																	
B	496					ness												
B	497																	
B	498					yet												
B	499																	
B	500					for												
B	501																	
B	502					au-												
B	503																	
B	504					ld												
B	505																	
B	506					la-												
B	507																	
B	508					ng												
B	509					syne												
