B	99					white						white	sweet-		
B	100														
B	101					with						with	er		
B	102					snow						snow	be		
B	103														
B	104					It's						It's	For		
B	105					I'll						I'll	you		
B	106					be						be	will		
B	107					there						there	bend		
B	108														
B	109					in						in	and		
B	110														
B	111					sun-						sun-	tell		
B	112														
B	113					shine						shine	me		
B	114					or						or	that		
B	115														
B	116					in						in	you		
B	117														
B	118					sha-						sha-	lo-		
B	119					do-						do-	ve		
B	120														
B	121					w						w	me		
B	122														
B	123					Oh						Oh	And		
B	124					Dan-						Dan-	I		
B	125					ny						ny	shall		
B	126					boy						boy	sleep		
B	127														
B	128					Oh						Oh	in		
B	129					Dan-						Dan-	peace		
B	130					ny						ny	un-		
B	131														
B	132					boy						boy	till		
B	133														
B	134					I						I	you		
B	135					love						love	come		
B	136					you						you	to		
B	137					so!						so!	me!		
B	138					But					2				
B	139					when									
B	140					ye									
B	141					come									
B	142														
B	143														
B	144					and									
B	145														
B	146					all									
B	147														
B	148					the									
B	149														
B	150														
B	151					flowers									
B	152					are									
B	153														
B	154					d-									
B	155														
B	156					y-									
B	157					ing									
B	158					If									
B	159					I									
B	160														
B	161					am									
B	162														
B	163					dead									
B	164														
B	165					as									
B	166					dead									
B	167														
B	168					I									
B	169					well									
B	170														
B	171					may									
B	172					be									
B	173														
B	174					Ye'll									
B	175					come									
B	176					and									
B	177					find									
B	178														
B	179														
B	180					the									
B	181														
B	182					place									
B	183					where									
B	184					I									
B	185					am									
B	186					l-									
B	187					y-									
B	188					ing									
B	189														
B	190														
B	191					And									
B	192					kneel									
B	193					and									
B	194					say									
B	195					And									
B	196					A-									
B	197					ve'									
B	198					there									
B	199					for									
B	200					me.									
B	201					And									
B	202														
B	203					I									
B	204														
B	205					shall									
B	206														
B	207					hear									
B	208														
B	209					though									
B	210														
B	211					soft									
B	212														
B	213					you									
B	214					tread									
B	215														
B	216					a-									
B	217					bo-									
B	218														
B	219					ve									
B	220														
B	221					me									
B	222														
B	223					And									
B	224														
B	225					all									
B	226														
B	227					my									
B	228														
B	229					grave									
B	230														
B	231					will									
B	232														
B	233					warm-									
B	234														
B	235					er									
B	236					sweet-									
B	237														
B	238					er									
B	239					be									
B	240														
B	241					For									
B	242					you									
B	243					will									
B	244					bend									
B	245														
B	246					and									
B	247														
B	248					tell									
B	249														
B	250					me									
B	251					that									
B	252														
B	253					you									
B	254														
B	255					lo-									
B	256					ve									
B	257														
B	258					me									
B	259														
B	260					And									
B	261					I									
B	262					shall									
B	263					sleep									
B	264														
B	265					in									
B	266					peace									
B	267					un-									
B	268														
B	269					till									
B	270														
B	271					you									
B	272					come									
B	273					to									
B	274					me!									
B	275														
B	276														
B	277														
B	278														
B	279														
B	280														
B	281														
B	282														
B	283														
B	284														
B	285														
B	286														
B	287														
B	288														
B	289														
B	290														
B	291														
B	292														
B	293														
B	294														
B	295														
B	296														
B	297														
B	298														
B	299														
B	300														
B	301														
B	302														
B	303														
B	304														
B	305														
B	306														
B	307														
B	308														
B	309														
B	310														
B	311														
B	312														
B	313														
B	314														
B	315														
B	316														
B	317														
B	318														
B	319														
B	320														
B	321														
B	322														
B	323														
B	324														
B	325														
B	326														
B	327														
B	328														
B	329														
B	330														
B	331														
B	332														
B	333														
B	334														
B	335														
B	336														
B	337														
B	338														
B	339														
B	340														
B	341														
B	342														
B	343														
B	344														
B	345														
B	346														
B	347														
B	348														
B	349														
B	350														
B	351														
B	352														
B	353														
B	354														
B	355														
B	356														
B	357														
B	358														
B	359														
B	360														
B	361														
B	362														
B	363														
B	364														
B	365														
B	366														
B	367														
B	368														
B	369														
B	370														
B	371														
B	372														
B	373														
B	374														
B	375														
B	376														
B	377														
B	378														
B	379														
B	380														
B	381														
B	382														
B	383														
B	384														
B	385														
B	386														
B	387														
B	388														
B	389														
B	390														
B	391														
B	392														
B	393														
B	394														
B	395														
B	396														
B	397														
B	398														
B	399														
B	400														
B	401														
B	402														
B	403														
B	404														
B	405														
B	406														
B	407														
B	408														
B	409														
B	410														
B	411														
B	412														
B	413														
B	414														
B	415														
B	416														
B	417														
B	418														
B	419														
B	420														
B	421														
B	422														
B	423														
B	424														
B	425														
B	426														
B	427														
B	428														
B	429														
B	430														
B	431														
B	432														
B	433														
B	434														
B	435														
B	436														
B	437														
B	438														
B	439														
B	440														
B	441														
B	442														
B	443														
B	444														
B	445														
B	446														
B	447														
B	448														
B	449														
B	450														
B	451														
B	452														
B	453														
B	454														
B	455														
B	456														
B	457														
B	458														
B	459														
B	460														
B	461														
B	462														
B	463														
B	464														
B	465														
B	466														
B	467														
B	468														
B	469														
B	470														
B	471														
B	472														
B	473														
B	474														
B	475														
B	476														
B	477														
B	478														
B	479														
B	480														
B	481														
B	482														
B	483														
B	484														
B	485														
B	486														
B	487														
B	488														
B	489														
B	490														
B	491														
B	492														
B	493														
B	494														
B	495														
B	496														
B	497														
B	498														
B	499														
B	500														
B	501														
B	502														
B	503														
B	504														
B	505														
B	506														
B	507														
B	508														
B	509														
