B	175						lit-																	
B	176						tle																	
B	177						snow																	
B	178						white																	
B	179						feet.																	
B	180						She																	
B	181						bid																	
B	182						me																	
B	183						take																	
B	184																							
B	185						love																	
B	186						ea-																	
B	187						sy																	
B	188						as																	
B	189						the																	
B	190						leaves																	
B	191						grow																	
B	192						up																	
B	193						on																	
B	194						the																	
B	195						trees.																	
B	196						But																	
B	197																							
B	198						I																	
B	199						was																	
B	200						young																	
B	201						and																	
B	202																							
B	203						fool-																	
B	204																							
B	205						ish																	
B	206						and																	
B	207						wish																	
B	208						her																	
B	209						did																	
B	210						not																	
B	211						a-																	
B	212																							
B	213						gree.																	
B	214						In																	
B	215						a																	
B	216						field																	
B	217																							
B	218																							
B	219						by																	
B	220						the																	
B	221						riv-																	
B	222																							
B	223						er																	
B	224						my																	
B	225																							
B	226						love																	
B	227						and																	
B	228						I																	
B	229						did																	
B	230						stand.																	
B	231						and																	
B	232																							
B	233						on																	
B	234						my																	
B	235						lean-																	
B	236						ing																	
B	237						shoul-																	
B	238																							
B	239						der																	
B	240						she																	
B	241																							
B	242						placed																	
B	243						her																	
B	244						snow																	
B	245						white																	
B	246						hand.																	
B	247						She																	
B	248						bid																	
B	249						me																	
B	250						take																	
B	251																							
B	252						life																	
B	253						ea-																	
B	254						sy																	
B	255						as																	
B	256						the																	
B	257						grass																	
B	258						grows																	
B	259																							
B	260						on																	
B	  						the																	
B	262						wears.																	
B	263						But																	
B	264																							
B	265						I																	
B	266						was																	
B	267						young																	
B	268						and																	
B	269																							
B	270						fool-																	
B	271																							
B	272						ish																	
B	273						and																	
B	274																							
B	275						now																	
B	276						I'm																	
B	277						full																	
B	278						of																	
B	279																							
B	280						tears.																	
B	281							It																
B	282							was																
B	283							down																
B	284							by																
B	285							the																
B	286							Sal-																
B	287							ly																
B	288							Gar-																
B	289							dens																
B	290							my																
B	291							love																
B	292							and																
B	293																							
B	294							I																
B	295							did																
B	296							meet.																
B	297							She																
B	298																							
B	299							passed																
B	300							the																
B	301																							
B	302							Sal-																
B	303							ly																
B	304							Gar-																
B	305							dens																
B	306							on																
B	307							lit-																
B	308							tle																
B	309																							
B	310							snow																
B	311							white																
B	312							feet.																
B	313							She																
B	314							bid																
B	315							me																
B	316																							
B	317							take																
B	318							love																
B	319							ea-																
B	320																							
B	321							sy																
B	322							as																
B	323							the																
B	324							leaves																
B	325							grow																
B	326							up																
B	327							on																
B	328							the																
B	329																							
B	330							trees.																
B	331							But																
B	332																							
B	333							I																
B	334							was																
B	335							young																
B	336							and																
B	337							fool-																
B	338							ish																
B	339							and																
B	340							wish																
B	341							her																
B	342							did																
B	343							not																
B	344							a-																
B	345							gree.																
B	346							In																
B	347							a																
B	348							field																
B	349																							
B	350																							
B	351							by																
B	352							the																
B	353							riv-																
B	354							er																
B	355							my																
B	356							love																
B	357							and																
B	358																							
B	359							I																
B	360							did																
B	361							stand.																
B	362							and																
B	363																							
B	364							on																
B	365							my																
B	366																							
B	367							lean-																
B	368							ing																
B	369							shoul-																
B	370							der																
B	371							she																
B	372							placed																
B	373							her																
B	374																							
B	375							snow																
B	376							white																
B	377							hand.																
B	378							She																
B	379							bid																
B	380							me																
B	381																							
B	382							take																
B	383							life																
B	384							ea-																
B	385																							
B	386							sy																
B	387							as																
B	388							the																
B	389							grass																
B	390							grows																
B	391																							
B	392							on																
B	393							the																
B	394																							
B	395							wears.																
B	396							But																
B	397																							
B	398							I																
B	399							was																
B	400							young																
B	401							and																
B	402							fool-																
B	403							ish																
B	404							and																
B	405																							
B	406							now																
B	407							I'm																
B	408							full																
B	409							of																
B	410							tears.																
B	411								It															
B	412								was															
B	413								down															
B	414								by															
B	415								the															
B	416								Sal-															
B	417								ly															
B	418								Gar-															
B	419								dens															
B	420								my															
B	421								love															
B	422								and															
B	423																							
B	424								I															
B	425								did															
B	426								meet.															
B	427								She															
B	428								passed															
B	429								the															
B	430								Sal-															
B	431								ly															
B	432								Gar-															
B	433								dens															
B	434								on															
B	435								lit-															
B	436								tle															
B	437																							
B	438								snow															
B	439								white															
B	440								feet.															
B	441								She															
B	442								bid															
B	443								me															
B	444								take															
B	445								love															
B	446								ea-															
B	447																							
B	448								sy															
B	449								as															
B	450								the															
B	451								leaves															
B	452								grow															
B	453								up															
B	454								on															
B	455								the															
B	456								trees.															
B	457								But															
B	458								I															
B	459								was															
B	460								young															
B	461								and															
B	462								fool-															
B	463								ish															
B	464								and															
B	465								wish															
B	466								her															
B	467								did															
B	468								not															
B	469								a-															
B	470								gree.															
B	471								In															
B	472								a															
B	473								field															
B	474																							
B	475																							
B	476								by															
B	477								the															
B	478								riv-															
B	479								er															
B	480								my															
B	481								love															
B	482								and															
B	483																							
B	484								I															
B	485								did															
B	486								stand.															
B	487								and															
B	488								on															
B	489								my															
B	490								lean-															
B	491								ing															
B	492								shoul-															
B	493								der															
B	494								she															
B	495								placed															
B	496								her															
B	497																							
B	498								snow															
B	499								white															
B	500								hand.															
B	501								She															
B	502								bid															
B	503								me															
B	504								take															
B	505								life															
B	506								ea-															
B	507																							
B	508								sy															
B	509								as															
B	510								the															
B	511								grass															
B	512								grows															
B	513																							
B	514								on															
B	515								the															
B	516								wears.															
B	517								But															
B	518								I															
B	519								was															
B	520								young															
B	521								and															
B	522								fool-															
B	523								ish															
B	524								and															
B	525																							
B	526								now															
B	527								I'm															
B	528								full															
B	529								of															
B	530								tears.															
B	531																							
B	532																							
B	533																							
B	534																							
B	535																							
B	536																							
